,BTC Hourly Data from 2017 to 2022,,,,,,,,,,,,,,,,,,,,,,,,,
,REAL EXAMPLE,PRE-TRADE TREND ANALYSIS ,,,,,,SATURDAY SIGNAL,,,,SUNDAY SIGNAL,,,,PROFIT % LOSS DATA,,,,,,PROFIT & LOSS DATA,,,,
,,Price 24hrs befor Sat 1am UTC,% Difference ,Trend,Price 6 hrs befor Sat 1am UTC,% Difference,Trend ,Day,Month,Time UTC,Opening Price,Day,Month,Time UTC,Opening Price,Lowest Price,Max down,Max down %,Highest Price,Max Up,Max Up %,Profit & Loss,profit %,Win,Loss,
,Week 131,"$9,747.01",-0.59%,Sideways,"$9,701.20",-0.12%,Sideways,Saturday,8/3/2019,1:00 AM,"$9,690",Sunday,8/4/2019,1:00 PM,"$9,844","$10,320.00",-$630.34,-6.11%,"$10,375.00",$685.34,6.61%,$154.36,1.57%,1,0,TRUE
,Week 132,"$8,525.01",2.28%,UpTrend,"$8,539.72",2.10%,UpTrend,Saturday,8/10/2019,1:00 AM,"$8,719",Sunday,8/11/2019,1:00 PM,"$8,575","$9,668.94",-$949.90,-9.82%,"$9,709.17",$990.13,10.20%,-$144.37,-1.68%,0,1,FALSE
,Week 133,"$9,109.53",0.10%,Sideways,"$9,064.98",0.60%,Sideways,Saturday,8/17/2019,1:00 AM,"$9,119",Sunday,8/18/2019,1:00 PM,"$8,680","$8,729.81",$389.19,4.46%,"$8,790.00",-$329.00,-3.74%,-$439.28,-5.06%,0,1,FALSE
,Week 134,"$5,529.32",-1.40%,DownTrend,"$4,981.96",9.44%,UpTrend,Saturday,8/24/2019,1:00 AM,"$5,452",Sunday,8/25/2019,1:00 PM,"$5,308","$9,102.54","-$3,650.44",-40.10%,"$9,188.00","$3,735.90",40.66%,-$144.39,-2.72%,0,1,FALSE
,Week 135,"$6,614.10",-7.15%,DownTrend,"$6,192.59",-0.84%,Sideways,Saturday,8/31/2019,1:00 AM,"$6,141",Sunday,9/1/2019,1:00 PM,"$6,018","$5,515.67",$625.21,11.34%,"$5,640.52",-$500.36,-8.87%,-$122.83,-2.04%,0,1,FALSE
,Week 136,"$6,633.30",-4.95%,DownTrend,"$6,646.95",-5.14%,DownTrend,Saturday,9/7/2019,1:00 AM,"$6,305",Sunday,9/8/2019,1:00 PM,"$6,122","$6,230.33",$74.94,1.20%,"$6,456.98",$151.71,2.35%,-$182.83,-2.99%,0,1,FALSE
,Week 137,"$6,918.00",-2.37%,DownTrend,"$6,747.51",0.10%,Sideways,Saturday,9/14/2019,1:00 AM,"$6,754",Sunday,9/15/2019,1:00 PM,"$6,789","$6,250.00",$503.98,8.06%,"$6,360.00",-$393.98,-6.19%,$35.02,0.52%,1,0,TRUE
,Week 138,"$6,921.48",-0.26%,Sideways,"$6,913.49",-0.14%,Sideways,Saturday,9/21/2019,1:00 AM,"$6,904",Sunday,9/22/2019,1:00 PM,"$6,910","$6,821.09",$82.64,1.21%,"$6,990.41",$86.68,1.24%,$6.30,0.09%,1,0,TRUE
,Week 139,"$7,099.99",-0.46%,Sideways,"$7,033.94",0.47%,Sideways,Saturday,9/28/2019,1:00 AM,"$7,067",Sunday,9/29/2019,1:00 PM,"$7,156","$6,908.27",$158.72,2.30%,"$6,944.30",-$122.69,-1.77%,$88.84,1.24%,1,0,TRUE
,Week 140,"$7,506.20",-0.46%,Sideways,"$7,516.38",-0.60%,Sideways,Saturday,10/5/2019,1:00 AM,"$7,472",Sunday,10/6/2019,1:00 PM,"$7,645","$7,225.01",$246.59,3.41%,"$7,293.08",-$178.52,-2.45%,$173.49,2.27%,1,0,TRUE
,Week 141,"$8,878.52",-0.57%,Sideways,"$8,733.45",1.08%,UpTrend,Saturday,10/12/2019,1:00 AM,"$8,828",Sunday,10/13/2019,1:00 PM,"$8,960","$7,551.25","$1,276.73",16.91%,"$7,705.00","-$1,122.98",-14.57%,$132.00,1.47%,1,0,TRUE
,Week 142,"$9,829.01",0.41%,Sideways,"$9,888.94",-0.20%,Sideways,Saturday,10/19/2019,1:00 AM,"$9,870",Sunday,10/20/2019,1:00 PM,"$8,717","$8,948.00",$921.58,10.30%,"$9,010.00",-$859.58,-9.54%,"-$1,152.90",-13.23%,0,1,FALSE
,Week 143,"$9,521.49",-1.32%,DownTrend,"$9,490.35",-0.99%,Sideways,Saturday,10/26/2019,1:00 AM,"$9,396",Sunday,10/27/2019,1:00 PM,"$9,769","$9,849.33",-$453.32,-4.60%,"$9,914.25",$518.24,5.23%,$372.74,3.82%,1,0,TRUE
,Week 144,"$9,173.15",0.73%,Sideways,"$9,200.25",0.43%,Sideways,Saturday,11/2/2019,1:00 AM,"$9,240",Sunday,11/3/2019,1:00 PM,"$9,160","$9,445.14",-$205.17,-2.17%,"$9,588.00",$348.03,3.63%,-$80.07,-0.87%,0,1,FALSE
,Week 145,"$9,398.19",-0.30%,Sideways,"$9,434.45",-0.68%,Sideways,Saturday,11/9/2019,1:00 AM,"$9,370",Sunday,11/10/2019,1:00 PM,"$9,577","$9,267.25",$102.85,1.11%,"$9,307.85",-$62.25,-0.67%,$206.42,2.16%,1,0,TRUE
,Week 146,"$9,672.89",-0.74%,Sideways,"$9,740.79",-1.43%,DownTrend,Saturday,11/16/2019,1:00 AM,"$9,601",Sunday,11/17/2019,1:00 PM,"$9,512","$9,636.96",-$35.70,-0.37%,"$9,740.00",$138.74,1.42%,-$89.48,-0.94%,0,1,FALSE
,Week 147,"$9,459.66",-0.14%,Sideways,"$9,397.98",0.52%,Sideways,Saturday,11/23/2019,1:00 AM,"$9,447",Sunday,11/24/2019,1:00 PM,"$9,410","$9,676.62",-$229.95,-2.38%,"$9,735.00",$288.33,2.96%,-$36.61,-0.39%,0,1,FALSE
,Week 148,"$9,384.00",-0.87%,Sideways,"$9,325.00",-0.24%,Sideways,Saturday,11/30/2019,1:00 AM,"$9,303",Sunday,12/1/2019,1:00 PM,"$9,347","$9,431.05",-$128.39,-1.36%,"$9,494.73",$192.07,2.02%,$44.40,0.48%,1,0,TRUE
,Week 149,"$9,207.99",-0.67%,Sideways,"$9,141.11",0.06%,Sideways,Saturday,12/7/2019,1:00 AM,"$9,147",Sunday,12/8/2019,1:00 PM,"$9,050","$9,341.43",-$194.83,-2.09%,"$9,395.00",$248.40,2.64%,-$96.60,-1.07%,0,1,FALSE
,Week 150,"$9,107.98",-0.39%,Sideways,"$9,079.25",-0.07%,Sideways,Saturday,12/14/2019,1:00 AM,"$9,073",Sunday,12/15/2019,1:00 PM,"$9,043","$9,162.03",-$89.45,-0.98%,"$9,196.24",$123.66,1.34%,-$29.82,-0.33%,0,1,FALSE
,Week 151,"$9,186.11",1.01%,UpTrend,"$9,219.86",0.64%,Sideways,Saturday,12/21/2019,1:00 AM,"$9,279",Sunday,12/22/2019,1:00 PM,"$9,267","$9,120.17",$158.52,1.74%,"$9,190.00",-$88.69,-0.97%,-$11.41,-0.12%,0,1,FALSE
,Week 152,"$9,162.88",-0.14%,Sideways,"$9,161.73",-0.13%,Sideways,Saturday,12/28/2019,1:00 AM,"$9,150",Sunday,12/29/2019,1:00 PM,"$9,132","$9,270.99",-$121.01,-1.31%,"$9,299.28",$149.30,1.61%,-$17.52,-0.19%,0,1,FALSE
,Week 153,"$9,521.35",0.17%,Sideways,"$9,580.00",-0.44%,Sideways,Saturday,1/4/2020,1:00 AM,"$9,538",Sunday,1/5/2020,1:00 PM,"$9,878","$9,165.92",$371.66,4.05%,"$9,219.30",-$318.28,-3.45%,$340.71,3.45%,1,0,TRUE
,Week 154,"$11,238.00",0.09%,Sideways,"$11,239.79",0.07%,Sideways,Saturday,1/11/2020,1:00 AM,"$11,248",Sunday,1/12/2020,1:00 PM,"$10,993","$9,682.64","$1,565.22",16.17%,"$9,732.90","-$1,514.96",-15.57%,-$254.47,-2.31%,0,1,FALSE
,Week 155,"$11,753.85",-1.32%,DownTrend,"$11,479.73",1.04%,UpTrend,Saturday,1/18/2020,1:00 AM,"$11,599",Sunday,1/19/2020,1:00 PM,"$11,655","$11,732.20",-$133.36,-1.14%,"$11,861.00",$262.16,2.21%,$55.80,0.48%,1,0,TRUE
,Week 156,"$11,739.00",1.52%,UpTrend,"$11,823.24",0.80%,Sideways,Saturday,1/25/2020,1:00 AM,"$11,917",Sunday,1/26/2020,1:00 PM,"$11,771","$11,751.32",$165.93,1.41%,"$11,808.27",-$108.98,-0.92%,-$146.20,-1.24%,0,1,FALSE
,Week 157,"$11,760.24",-2.90%,DownTrend,"$11,671.20",-2.15%,DownTrend,Saturday,2/1/2020,1:00 AM,"$11,420",Sunday,2/2/2020,1:00 PM,"$11,561","$11,875.60",-$455.86,-3.84%,"$11,980.00",$560.26,4.68%,$141.25,1.22%,1,0,TRUE
,Week 158,"$11,440.88",0.43%,Sideways,"$11,481.65",0.07%,Sideways,Saturday,2/8/2020,1:00 AM,"$11,490",Sunday,2/9/2020,1:00 PM,"$11,599","$11,656.63",-$166.83,-1.43%,"$11,686.00",$196.20,1.68%,$108.95,0.94%,1,0,TRUE
,Week 159,"$10,464.47",0.16%,Sideways,"$10,516.64",-0.33%,Sideways,Saturday,2/15/2020,1:00 AM,"$10,481",Sunday,2/16/2020,1:00 PM,"$10,246","$11,525.99","-$1,044.57",-9.06%,"$11,580.02","$1,098.60",9.49%,-$235.69,-2.30%,0,1,FALSE
,Week 160,"$10,289.43",0.56%,Sideways,"$10,313.15",0.33%,Sideways,Saturday,2/22/2020,1:00 AM,"$10,347",Sunday,2/23/2020,1:00 PM,"$10,290","$10,443.35",-$96.04,-0.92%,"$10,565.68",$218.37,2.07%,-$57.25,-0.56%,0,1,FALSE
,Week 161,"$10,990.49",-0.16%,Sideways,"$10,861.63",1.02%,UpTrend,Saturday,2/29/2020,1:00 AM,"$10,973",Sunday,3/1/2020,1:00 PM,"$10,851","$10,427.68",$545.11,5.23%,"$10,477.97",-$494.82,-4.72%,-$122.16,-1.13%,0,1,FALSE
,Week 162,"$10,990.49",-3.10%,DownTrend,"$10,705.38",-0.52%,Sideways,Saturday,3/7/2020,1:00 AM,"$10,650",Sunday,3/8/2020,1:00 PM,"$10,667","$11,072.24",-$422.37,-3.81%,"$11,179.79",$529.92,4.74%,$17.10,0.16%,1,0,TRUE
,Week 163,"$10,615.48",-0.66%,Sideways,"$10,553.10",-0.08%,Sideways,Saturday,3/14/2020,1:00 AM,"$10,545",Sunday,3/15/2020,1:00 PM,"$10,606","$10,726.57",-$181.65,-1.69%,"$10,820.94",$276.02,2.55%,$61.49,0.58%,1,0,TRUE
,Week 164,"$10,489.28",5.61%,UpTrend,"$11,047.02",0.28%,Sideways,Saturday,3/21/2020,1:00 AM,"$11,078",Sunday,3/22/2020,1:00 PM,"$11,356","$10,569.00",$508.54,4.81%,"$10,603.56",-$473.98,-4.47%,$278.19,2.45%,1,0,TRUE
,Week 165,"$11,067.68",2.07%,UpTrend,"$11,363.28",-0.59%,Sideways,Saturday,3/28/2020,1:00 AM,"$11,297",Sunday,3/29/2020,1:00 PM,"$11,417","$11,382.22",-$85.47,-0.75%,"$11,491.00",$194.25,1.69%,$120.53,1.06%,1,0,TRUE
,Week 166,"$11,368.15",13.53%,UpTrend,"$12,852.97",0.41%,Sideways,Saturday,4/4/2020,1:00 AM,"$12,906",Sunday,4/5/2020,1:00 PM,"$12,972","$11,341.69","$1,564.13",13.79%,"$11,402.42","-$1,503.40",-13.18%,$66.52,0.51%,1,0,TRUE
,Week 167,"$12,974.00",4.94%,UpTrend,"$13,524.51",0.67%,Sideways,Saturday,4/11/2020,1:00 AM,"$13,615",Sunday,4/12/2020,1:00 PM,"$13,760","$13,083.35",$531.92,4.07%,"$13,166.73",-$448.54,-3.41%,$145.02,1.05%,1,0,TRUE
,Week 168,"$13,328.81",17.10%,UpTrend,"$15,459.85",0.96%,Sideways,Saturday,4/18/2020,1:00 AM,"$15,608",Sunday,4/19/2020,1:00 PM,"$15,242","$13,855.41","$1,752.32",12.65%,"$14,100.00","-$1,507.73",-10.69%,-$365.66,-2.40%,0,1,FALSE
,Week 169,"$15,453.66",5.37%,UpTrend,"$16,246.69",0.23%,Sideways,Saturday,4/25/2020,1:00 AM,"$16,284",Sunday,4/26/2020,1:00 PM,"$15,985","$15,569.28",$714.68,4.59%,"$15,753.52",-$530.44,-3.37%,-$298.76,-1.87%,0,1,FALSE
,Week 170,"$16,246.53",16.09%,UpTrend,"$18,582.32",1.50%,UpTrend,Saturday,5/2/2020,1:00 AM,"$18,861",Sunday,5/3/2020,1:00 PM,"$18,107","$16,213.21","$2,647.35",16.33%,"$16,326.99","-$2,533.57",-15.52%,-$753.31,-4.16%,0,1,FALSE
,Week 171,"$18,235.00",-5.95%,DownTrend,"$16,781.22",2.20%,UpTrend,Saturday,5/9/2020,1:00 AM,"$17,150",Sunday,5/10/2020,1:00 PM,"$18,030","$18,770.69","-$1,620.69",-8.63%,"$18,965.90","$1,815.90",9.57%,$880.08,4.88%,1,0,TRUE
,Week 172,"$17,066.94",9.94%,UpTrend,"$19,056.45",-1.53%,DownTrend,Saturday,5/16/2020,1:00 AM,"$18,764",Sunday,5/17/2020,1:00 PM,"$18,983","$17,671.14","$1,093.09",6.19%,"$17,880.49",-$883.74,-4.94%,$218.64,1.15%,1,0,TRUE
,Week 173,"$19,026.49",-3.60%,DownTrend,"$18,044.26",1.65%,UpTrend,Saturday,5/23/2020,1:00 AM,"$18,342",Sunday,5/24/2020,1:00 PM,"$19,349","$19,085.00",-$742.95,-3.89%,"$19,177.00",$834.95,4.35%,"$1,006.92",5.20%,1,0,TRUE
,Week 174,"$17,864.73",28.49%,UpTrend,"$22,781.44",0.76%,Sideways,Saturday,5/30/2020,1:00 AM,"$22,954",Sunday,5/31/2020,1:00 PM,"$23,472","$18,768.77","$4,185.25",22.30%,"$18,948.66","-$4,005.36",-21.14%,$518.43,2.21%,1,0,TRUE
,Week 175,"$22,939.41",7.24%,UpTrend,"$24,356.31",1.00%,UpTrend,Saturday,6/6/2020,1:00 AM,"$24,601",Sunday,6/7/2020,1:00 PM,"$27,205","$23,825.95",$775.12,3.25%,"$24,171.47",-$429.60,-1.78%,"$2,604.40",9.57%,1,0,TRUE
,Week 176,"$24,346.97",19.92%,UpTrend,"$29,072.70",0.43%,Sideways,Saturday,6/13/2020,1:00 AM,"$29,198",Sunday,6/14/2020,1:00 PM,"$34,104","$26,362.26","$2,835.67",10.76%,"$26,867.03","-$2,330.90",-8.68%,"$4,905.80",14.38%,1,0,TRUE
,Week 177,"$29,233.49",37.81%,UpTrend,"$39,920.67",0.92%,Sideways,Saturday,6/20/2020,1:00 AM,"$40,286",Sunday,6/21/2020,1:00 PM,"$39,539","$32,690.00","$7,596.09",23.24%,"$33,300.00","-$6,986.09",-20.98%,-$747.53,-1.89%,0,1,FALSE
,Week 178,"$41,318.03",-10.06%,DownTrend,"$35,421.56",4.91%,UpTrend,Saturday,6/27/2020,1:00 AM,"$37,160",Sunday,6/28/2020,1:00 PM,"$35,124","$40,700.00","-$3,540.49",-8.70%,"$41,380.00","$4,220.49",10.20%,"-$2,035.44",-5.80%,0,1,FALSE
,Week 179,"$37,770.64",-13.42%,DownTrend,"$33,275.67",-1.72%,DownTrend,Saturday,7/4/2020,1:00 AM,"$32,702",Sunday,7/5/2020,1:00 PM,"$32,362","$37,300.00","-$4,597.82",-12.33%,"$37,950.00","$5,247.82",13.83%,-$339.86,-1.05%,0,1,FALSE
,Week 180,"$31,550.00",8.56%,UpTrend,"$35,204.22",-2.71%,DownTrend,Saturday,7/11/2020,1:00 AM,"$34,250",Sunday,7/12/2020,1:00 PM,"$33,974","$32,771.99","$1,478.11",4.51%,"$33,456.00",-$794.10,-2.37%,-$276.05,-0.81%,0,1,FALSE
,Week 181,"$37,842.07",2.38%,UpTrend,"$37,405.63",3.57%,UpTrend,Saturday,7/18/2020,1:00 AM,"$38,741",Sunday,7/19/2020,1:00 PM,"$38,821","$34,516.78","$4,224.14",12.24%,"$34,933.00","-$3,807.92",-10.90%,$79.95,0.21%,1,0,TRUE
,Week 182,"$37,850.36",25.39%,UpTrend,"$47,268.27",0.40%,Sideways,Saturday,7/25/2020,1:00 AM,"$47,460",Sunday,7/26/2020,1:00 PM,"$49,434","$40,478.19","$6,981.34",17.25%,"$40,955.51","-$6,504.02",-15.88%,"$1,974.52",3.99%,1,0,TRUE
,Week 183,"$47,669.82",17.94%,UpTrend,"$55,384.46",1.51%,UpTrend,Saturday,8/1/2020,1:00 AM,"$56,223",Sunday,8/2/2020,1:00 PM,"$56,889","$47,693.44","$8,530.00",17.89%,"$48,150.00","-$8,073.44",-16.77%,$665.37,1.17%,1,0,TRUE
,Week 184,"$52,534.76",-9.54%,DownTrend,"$47,317.09",0.44%,Sideways,Saturday,8/8/2020,1:00 AM,"$47,523",Sunday,8/9/2020,1:00 PM,"$44,757","$56,923.04","-$9,399.70",-16.51%,"$57,700.46","$10,177.12",17.64%,"-$2,766.35",-6.18%,0,1,FALSE
,Week 185,"$46,823.38",4.24%,UpTrend,"$48,478.12",0.68%,Sideways,Saturday,8/15/2020,1:00 AM,"$48,808",Sunday,8/16/2020,1:00 PM,"$50,746","$47,527.33","$1,280.50",2.69%,"$48,394.00",-$413.83,-0.86%,"$1,938.37",3.82%,1,0,TRUE
,Week 186,"$47,650.00",18.97%,UpTrend,"$57,349.24",-1.15%,DownTrend,Saturday,8/22/2020,1:00 AM,"$56,689",Sunday,8/23/2020,1:00 PM,"$60,428","$48,805.00","$7,884.36",16.15%,"$49,200.00","-$7,489.36",-15.22%,"$3,738.45",6.19%,1,0,TRUE
,Week 187,"$56,385.97",4.00%,UpTrend,"$58,800.00",-0.27%,Sideways,Saturday,8/29/2020,1:00 AM,"$58,639",Sunday,8/30/2020,1:00 PM,"$56,192","$61,089.98","-$2,450.65",-4.01%,"$61,844.00","$3,204.67",5.18%,"-$2,447.69",-4.36%,0,1,FALSE
,Week 188,"$58,849.99",-6.97%,DownTrend,"$53,682.51",1.98%,UpTrend,Saturday,9/5/2020,1:00 AM,"$54,745",Sunday,9/6/2020,1:00 PM,"$55,525","$59,134.89","-$4,389.52",-7.42%,"$59,880.00","$5,134.63",8.57%,$779.88,1.40%,1,0,TRUE
,Week 189,"$53,001.57",12.05%,UpTrend,"$59,087.71",0.51%,Sideways,Saturday,9/12/2020,1:00 AM,"$59,387",Sunday,9/13/2020,1:00 PM,"$57,755","$56,024.67","$3,362.46",6.00%,"$56,700.36","-$2,686.77",-4.74%,"-$1,632.06",-2.83%,0,1,FALSE
,Week 190,"$59,491.30",-2.32%,DownTrend,"$58,381.85",-0.47%,Sideways,Saturday,9/19/2020,1:00 AM,"$58,109",Sunday,9/20/2020,1:00 PM,"$59,724","$59,338.14","-$1,229.06",-2.07%,"$59,791.72","$1,682.64",2.81%,"$1,615.36",2.70%,1,0,TRUE
,Week 191,"$58,504.18",5.02%,UpTrend,"$61,817.55",-0.61%,Sideways,Saturday,9/26/2020,1:00 AM,"$61,440",Sunday,9/27/2020,1:00 PM,"$54,947","$60,663.10",$776.89,1.28%,"$61,500.00",$60.01,0.10%,"-$6,492.75",-11.82%,0,1,FALSE
,Week 192,"$60,716.32",-17.87%,DownTrend,"$50,563.59",-1.38%,DownTrend,Saturday,10/3/2020,1:00 AM,"$49,865",Sunday,10/4/2020,1:00 PM,"$49,861","$62,114.99","-$12,250.05",-19.72%,"$62,506.05","$12,641.11",20.22%,-$3.73,-0.01%,0,1,FALSE
,Week 193,"$49,249.30",17.38%,UpTrend,"$56,857.48",1.68%,UpTrend,Saturday,10/10/2020,1:00 AM,"$57,810",Sunday,10/11/2020,1:00 PM,"$56,840","$50,623.01","$7,186.98",14.20%,"$51,166.22","-$6,643.77",-12.98%,-$970.33,-1.71%,0,1,FALSE
,Week 194,"$54,655.81",5.57%,UpTrend,"$57,890.02",-0.33%,Sideways,Saturday,10/17/2020,1:00 AM,"$57,701",Sunday,10/18/2020,1:00 PM,"$56,434","$58,031.86",-$331.33,-0.57%,"$58,458.07",$757.54,1.30%,"-$1,266.99",-2.25%,0,1,FALSE
,Week 195,"$57,459.27",-13.95%,DownTrend,"$50,470.89",-2.03%,DownTrend,Saturday,10/24/2020,1:00 AM,"$49,445",Sunday,10/25/2020,1:00 PM,"$48,618","$58,901.45","-$9,456.75",-16.06%,"$59,500.00","$10,055.30",16.90%,-$826.56,-1.70%,0,1,FALSE
,Week 196,"$50,310.83",-25.16%,DownTrend,"$37,159.65",1.33%,UpTrend,Saturday,10/31/2020,1:00 AM,"$37,652",Sunday,11/1/2020,1:00 PM,"$33,945","$50,020.00","-$12,367.58",-24.73%,"$50,700.00","$13,047.58",25.73%,"-$3,707.66",-10.92%,0,1,FALSE
,Week 197,"$40,508.01",-10.59%,DownTrend,"$36,190.91",0.07%,Sideways,Saturday,11/7/2020,1:00 AM,"$36,218",Sunday,11/8/2020,1:00 PM,"$35,525","$37,965.36","-$1,747.39",-4.60%,"$38,829.00","$2,611.03",6.72%,-$693.03,-1.95%,0,1,FALSE
,Week 198,"$36,590.24",2.99%,UpTrend,"$37,099.28",1.57%,UpTrend,Saturday,11/14/2020,1:00 AM,"$37,683",Sunday,11/15/2020,1:00 PM,"$35,870","$36,451.65","$1,231.19",3.38%,"$37,338.58",-$344.26,-0.92%,"-$1,813.04",-5.05%,0,1,FALSE
,Week 199,"$36,879.64",0.48%,Sideways,"$37,176.73",-0.32%,Sideways,Saturday,11/21/2020,1:00 AM,"$37,058",Sunday,11/22/2020,1:00 PM,"$35,886","$37,558.00",-$499.89,-1.33%,"$37,925.00",$866.89,2.29%,"-$1,171.96",-3.27%,0,1,FALSE
,Week 200,"$37,308.29",-4.19%,DownTrend,"$35,289.52",1.29%,UpTrend,Saturday,11/28/2020,1:00 AM,"$35,744",Sunday,11/29/2020,1:00 PM,"$33,922","$36,972.96","-$1,228.86",-3.32%,"$37,463.63","$1,719.53",4.59%,"-$1,821.93",-5.37%,0,1,FALSE
,Week 201,"$37,433.92",-14.52%,DownTrend,"$32,088.13",-0.27%,Sideways,Saturday,12/5/2020,1:00 AM,"$32,000",Sunday,12/6/2020,1:00 PM,"$33,319","$35,850.00","-$3,850.00",-10.74%,"$36,457.00","$4,457.00",12.23%,"$1,318.69",3.96%,1,0,TRUE
,Week 202,"$33,093.88",1.31%,UpTrend,"$33,288.79",0.72%,Sideways,Saturday,12/12/2020,1:00 AM,"$33,527",Sunday,12/13/2020,1:00 PM,"$35,248","$32,090.00","$1,436.82",4.48%,"$32,730.00",-$796.82,-2.43%,"$1,721.29",4.88%,1,0,TRUE
,Week 203,"$33,238.22",2.41%,UpTrend,"$33,382.02",1.97%,UpTrend,Saturday,12/19/2020,1:00 AM,"$34,040",Sunday,12/20/2020,1:00 PM,"$33,741","$34,603.53",-$563.58,-1.63%,"$34,945.61",$905.66,2.59%,-$299.40,-0.89%,0,1,FALSE
,Week 204,"$32,996.49",-4.12%,DownTrend,"$31,956.39",-1.00%,DownTrend,Saturday,12/26/2020,1:00 AM,"$31,637",Sunday,12/27/2020,1:00 PM,"$31,745","$33,794.12","-$2,157.60",-6.38%,"$34,262.00","$2,625.48",7.66%,$108.54,0.34%,1,0,TRUE
,Week 205,"$31,714.06",5.80%,UpTrend,"$32,129.99",4.43%,UpTrend,Saturday,1/2/2021,1:00 AM,"$33,553",Sunday,1/3/2021,1:00 PM,"$34,293","$31,723.08","$1,829.68",5.77%,"$31,955.92","-$1,596.84",-5.00%,$740.38,2.16%,1,0,TRUE
,Week 206,"$32,431.97",29.16%,UpTrend,"$39,083.48",7.18%,UpTrend,Saturday,1/9/2021,1:00 AM,"$41,890",Sunday,1/10/2021,1:00 PM,"$41,554","$34,236.01","$7,653.98",22.36%,"$34,500.00","-$7,389.99",-21.42%,-$336.30,-0.81%,0,1,FALSE
,Week 207,"$38,708.43",11.78%,UpTrend,"$42,792.95",1.12%,UpTrend,Saturday,1/16/2021,1:00 AM,"$43,270",Sunday,1/17/2021,1:00 PM,"$45,007","$41,842.23","$1,427.97",3.41%,"$42,448.00",-$822.20,-1.94%,"$1,736.36",3.86%,1,0,TRUE
,Week 208,"$40,762.87",16.85%,UpTrend,"$46,510.58",2.41%,UpTrend,Saturday,1/23/2021,1:00 AM,"$47,632",Sunday,1/24/2021,1:00 PM,"$45,808","$44,015.55","$3,616.31",8.22%,"$44,700.00","-$2,931.86",-6.56%,"-$1,823.86",-3.98%,0,1,FALSE
,Week 209,"$46,524.97",5.06%,UpTrend,"$48,458.00",0.87%,Sideways,Saturday,1/30/2021,1:00 AM,"$48,878",Sunday,1/31/2021,1:00 PM,"$48,862","$47,551.35","$1,326.89",2.79%,"$48,144.00",-$734.24,-1.53%,-$16.68,-0.03%,0,1,FALSE
,Week 210,"$47,164.31",4.41%,UpTrend,"$48,325.49",1.90%,UpTrend,Saturday,2/6/2021,1:00 AM,"$49,245",Sunday,2/7/2021,1:00 PM,"$48,361","$49,375.78",-$130.78,-0.26%,"$49,757.04",$512.04,1.03%,-$884.29,-1.83%,0,1,FALSE
,Week 211,"$47,338.57",5.45%,UpTrend,"$50,458.79",-1.07%,DownTrend,Saturday,2/13/2021,1:00 AM,"$49,919",Sunday,2/14/2021,1:00 PM,"$50,110","$49,021.59",$896.95,1.83%,"$49,299.00",-$619.54,-1.26%,$191.57,0.38%,1,0,TRUE
,Week 212,"$50,645.85",-10.71%,DownTrend,"$45,708.79",-1.07%,DownTrend,Saturday,2/20/2021,1:00 AM,"$45,221",Sunday,2/21/2021,1:00 PM,"$45,995","$50,201.00","-$4,979.72",-9.92%,"$50,535.69","$5,314.41",10.52%,$773.77,1.68%,1,0,TRUE
,Week 213,"$45,914.87",3.20%,UpTrend,"$47,195.50",0.40%,Sideways,Saturday,2/27/2021,1:00 AM,"$47,382",Sunday,2/28/2021,1:00 PM,"$47,275","$45,609.00","$1,773.23",3.89%,"$45,987.93","-$1,394.30",-3.03%,-$107.70,-0.23%,0,1,FALSE
,Week 214,"$47,464.92",-9.98%,DownTrend,"$42,152.07",1.37%,UpTrend,Saturday,3/6/2021,1:00 AM,"$42,728",Sunday,3/7/2021,1:00 PM,"$43,262","$48,571.27","-$5,843.39",-12.03%,"$48,843.20","$6,115.32",12.52%,$534.33,1.24%,1,0,TRUE
,Week 215,"$41,182.76",16.11%,UpTrend,"$47,724.17",0.20%,Sideways,Saturday,3/13/2021,1:00 AM,"$47,818",Sunday,3/14/2021,1:00 PM,"$47,964","$42,608.11","$5,209.62",12.23%,"$42,966.84","-$4,850.89",-11.29%,$146.71,0.31%,1,0,TRUE
,Week 216,"$47,214.37",14.93%,UpTrend,"$54,500.99",-0.43%,Sideways,Saturday,3/20/2021,1:00 AM,"$54,264",Sunday,3/21/2021,1:00 PM,"$54,942","$48,045.16","$6,219.00",12.94%,"$48,336.59","-$5,927.57",-12.26%,$677.57,1.23%,1,0,TRUE
,Week 217,"$54,841.00",12.05%,UpTrend,"$61,649.97",-0.33%,Sideways,Saturday,3/27/2021,1:00 AM,"$61,449",Sunday,3/28/2021,1:00 PM,"$60,861","$55,045.88","$6,403.04",11.63%,"$55,489.00","-$5,959.92",-10.74%,-$587.69,-0.97%,0,1,FALSE
,Week 218,"$59,270.01",3.21%,UpTrend,"$60,638.66",0.88%,Sideways,Saturday,4/3/2021,1:00 AM,"$61,175",Sunday,4/4/2021,1:00 PM,"$60,390","$61,856.00",-$681.01,-1.10%,"$62,378.42","$1,203.43",1.93%,-$785.28,-1.30%,0,1,FALSE
,Week 219,"$63,641.98",-2.71%,DownTrend,"$62,089.80",-0.28%,Sideways,Saturday,4/10/2021,1:00 AM,"$61,915",Sunday,4/11/2021,1:00 PM,"$60,284","$61,304.28",$611.09,1.00%,"$61,747.64",-$167.73,-0.27%,"-$1,631.50",-2.71%,0,1,FALSE
